record_date,transportation,electricity,food,total_emission
2025-04-01,3467.95,5086.63,6004.77,14559.35
2025-04-02,3498.79,5092.46,6020.66,14611.91
2025-04-03,3445.10,5088.52,6067.17,14600.79
2025-04-04,3469.12,5127.44,6038.99,14635.55
2025-04-05,3476.57,5114.28,5983.75,14574.60
2025-04-06,3452.03,5075.19,6050.21,14577.43
2025-04-07,3448.66,5091.51,6013.47,14553.64
2025-04-08,3494.92,5115.02,6076.39,14686.33
2025-04-09,3450.30,5094.30,6043.29,14587.89
2025-04-10,3500.93,5078.07,5994.73,14573.73
2025-04-11,3480.38,5124.27,5970.38,14575.03
2025-04-12,3458.15,5059.38,6056.92,14574.45
2025-04-13,3491.24,5047.69,6044.67,14583.60
2025-04-14,3472.86,5081.79,5975.65,14530.30
2025-04-15,3467.74,5095.11,6042.49,14605.34
2025-04-16,3484.28,5080.38,6036.16,14600.82
2025-04-17,3489.72,5102.54,6029.79,14622.05
2025-04-18,3514.87,5098.15,6081.07,14694.09
2025-04-19,3478.77,5083.35,6059.06,14621.18
2025-04-20,3452.07,5131.04,6028.03,14611.14
2025-04-21,3453.87,5100.97,6065.27,14620.11
2025-04-22,3486.48,5078.00,6031.66,14596.14
2025-04-23,3469.49,5133.49,5977.39,14580.37
2025-04-24,3483.11,5103.42,6013.13,14599.66
2025-04-25,3488.67,5152.86,6047.27,14688.80
2025-04-26,3471.06,5078.93,6042.85,14592.84
2025-04-27,3506.65,5094.20,6019.15,14620.00
2025-04-28,3481.50,5138.03,5996.67,14616.20
2025-04-29,3493.39,5106.27,6040.17,14639.83
2025-04-30,3480.41,5102.74,5975.86,14559.01
2025-05-01,3463.52,5125.69,6043.00,14632.21
2025-05-02,3428.93,5088.53,6034.20,14551.66
2025-05-03,3447.48,5101.48,6068.26,14617.22
2025-05-04,3502.61,5112.59,6033.78,14648.98
2025-05-05,3444.68,5128.25,6043.47,14616.40
2025-05-06,3490.48,5092.61,6078.32,14661.41
2025-05-07,3490.74,5075.84,6010.72,14577.30
2025-05-08,3495.66,5128.20,6026.71,14650.57
2025-05-09,3461.52,5057.62,6018.01,14537.15
2025-05-10,3490.46,5074.40,5982.80,14547.66
2025-05-11,3532.86,5119.85,5961.10,14613.81
2025-05-12,3455.54,5100.03,5956.65,14512.22
2025-05-13,3436.12,5107.42,6024.07,14567.61
2025-05-14,3456.53,5068.31,6044.39,14569.23
2025-05-15,3476.50,5105.78,6043.23,14625.51
2025-05-16,3483.44,5091.02,6087.62,14662.08
2025-05-17,3486.21,5115.28,5990.18,14591.67
2025-05-18,3478.52,5118.02,6054.97,14651.51
2025-05-19,3531.86,5117.13,6106.07,14755.06
2025-05-20,3464.66,5093.14,6001.27,14559.07
2025-05-21,3489.21,5120.58,6015.25,14625.04
2025-05-22,3492.36,5115.42,6043.69,14651.47
2025-05-23,3485.11,5079.10,6011.38,14575.59
2025-05-24,3472.98,5099.17,6054.47,14626.62
2025-05-25,3454.64,5122.17,6021.76,14598.57
2025-05-26,3476.61,5119.34,6064.57,14660.52
2025-05-27,3507.94,5070.42,6084.58,14662.94
2025-05-28,3476.23,5132.38,6101.43,14710.04
2025-05-29,3497.34,5128.42,6049.88,14675.64
2025-05-30,3468.65,5072.25,5984.91,14525.81
2025-05-31,3496.14,5120.35,5962.84,14579.33
2025-06-01,3496.78,4448.16,5997.13,13942.07
2025-06-02,3474.87,4441.48,5984.64,13900.99
2025-06-03,3520.77,4398.07,6005.89,13924.73
2025-06-04,3458.49,4490.25,6075.44,14024.18
2025-06-05,3487.82,4451.19,6025.89,13964.90
2025-06-06,3467.72,4450.80,5987.33,13905.85
2025-06-07,3493.81,4422.29,6041.05,13957.15
2025-06-08,3464.26,4417.44,6020.06,13901.76
2025-06-09,3521.52,4451.67,6026.47,13999.66
2025-06-10,3469.59,4399.93,6097.71,13967.23
2025-06-11,3477.32,4437.19,6036.19,13950.70
2025-06-12,3484.05,4456.14,6030.98,13971.17
2025-06-13,3438.52,4404.26,6020.16,13862.94
2025-06-14,3488.03,4447.65,6003.69,13939.37
2025-06-15,3473.64,4402.53,6047.25,13923.42
2025-06-16,3503.17,4453.98,6097.59,14054.74
2025-06-17,3476.39,4468.15,6065.75,14010.29
2025-06-18,3512.96,4395.65,6061.39,13970.00
2025-06-19,3476.30,4388.83,6012.55,13877.68
2025-06-20,3483.47,4438.97,5993.29,13915.73
2025-06-21,3484.18,4424.77,6031.57,13940.52
2025-06-22,3451.09,4432.84,5984.63,13868.56
2025-06-23,3458.30,4437.81,6046.74,13942.85
2025-06-24,3453.08,4418.35,6034.34,13905.77
2025-06-25,3476.84,4390.67,6028.73,13896.24
2025-06-26,3444.80,4445.91,6024.86,13915.57
2025-06-27,3482.22,4428.16,6040.21,13950.59
2025-06-28,3491.31,4451.47,6092.27,14035.05
2025-06-29,3440.54,4421.98,6084.32,13946.84
2025-06-30,3453.27,4474.60,5977.38,13905.25
2025-07-01,3489.63,4411.34,6049.55,13950.52
2025-07-02,3477.80,4436.51,6018.95,13933.26
2025-07-03,3503.21,4446.88,6063.61,14013.70
2025-07-04,3471.74,4436.21,6001.22,13909.17
2025-07-05,3478.03,4424.91,5991.54,13894.48
2025-07-06,3503.25,4443.29,5968.18,13914.72
2025-07-07,3478.20,4382.58,6018.75,13879.53
2025-07-08,3469.99,4418.60,6056.35,13944.94
2025-07-09,3475.64,4417.28,5984.49,13877.41
2025-07-10,3454.09,4432.18,5963.71,13849.98
2025-07-11,3482.22,4466.17,6063.57,14011.96
2025-07-12,3486.66,4431.70,6036.26,13954.62
2025-07-13,3497.16,4411.95,5977.41,13886.52
2025-07-14,3483.58,4417.70,6012.90,13914.18
2025-07-15,3515.14,4427.57,6049.92,13992.63
2025-07-16,3471.37,4398.81,6027.03,13897.21
2025-07-17,3503.13,4432.12,6027.19,13962.44
2025-07-18,3506.36,4370.29,5999.26,13875.91
2025-07-19,3450.18,4491.80,6059.75,14001.73
2025-07-20,3481.30,4453.31,6078.46,14013.07
2025-07-21,3471.65,4399.09,5945.54,13816.28
2025-07-22,3489.79,4432.06,6032.28,13954.13
2025-07-23,3528.59,4447.92,6101.16,14077.67
2025-07-24,3518.14,4449.58,6056.62,14024.34
2025-07-25,3505.02,4428.93,6021.42,13955.37
2025-07-26,3472.03,4430.19,6074.32,13976.54
2025-07-27,3490.46,4453.29,6092.90,14036.65
2025-07-28,3479.72,4436.25,6009.35,13925.32
2025-07-29,3455.39,4459.21,6035.39,13949.99
2025-07-30,3461.60,4389.00,6025.93,13876.53
2025-07-31,3503.12,4412.88,5984.94,13900.94
2025-08-01,3511.82,4449.70,6038.49,14000.01
2025-08-02,3481.11,4458.37,5987.00,13926.48
2025-08-03,3483.85,4444.58,6050.71,13979.14
2025-08-04,3482.49,4437.02,6071.34,13990.85
2025-08-05,3469.58,4487.84,6053.02,14010.44
2025-08-06,3480.53,4430.86,6014.76,13926.15
2025-08-07,3514.23,4457.92,6017.06,13989.21
2025-08-08,3483.41,4398.34,5973.38,13855.13
2025-08-09,3496.06,4411.44,6025.41,13932.91
2025-08-10,3499.26,4427.36,6052.18,13978.80
2025-08-11,3511.00,4424.17,6037.67,13972.84
2025-08-12,3493.81,4413.47,5981.18,13888.46
2025-08-13,3448.54,4426.39,6076.47,13951.40
2025-08-14,3480.83,4437.52,6092.82,14011.17
2025-08-15,3483.99,4420.23,6029.14,13933.36
2025-08-16,3453.48,4425.71,6007.98,13887.17
2025-08-17,3476.38,4411.04,6027.33,13914.75
2025-08-18,3460.43,4483.45,6024.84,13968.72
2025-08-19,3529.59,4408.68,6021.66,13959.93
2025-08-20,3492.20,4465.22,5992.50,13949.92
2025-08-21,3462.05,4406.86,6012.42,13881.33
2025-08-22,3504.17,4467.77,6000.47,13972.41
2025-08-23,3489.93,4413.09,6051.74,13954.76
2025-08-24,3512.99,4424.37,6086.74,14024.10
2025-08-25,3480.85,4436.04,6005.72,13922.61
2025-08-26,3497.71,4440.11,6013.09,13950.91
2025-08-27,3481.75,4411.53,5992.54,13885.82
2025-08-28,3500.18,4475.15,6004.00,13979.33
2025-08-29,3521.15,4410.30,6024.42,13955.87
2025-08-30,3455.53,4403.67,6008.99,13868.19
2025-08-31,3446.31,4438.37,6014.42,13899.10
2025-09-01,3463.75,4428.48,6007.42,13899.65
2025-09-02,3472.78,4428.87,6037.88,13939.53
2025-09-03,3512.61,4435.51,5958.87,13906.99
2025-09-04,3477.69,4456.37,6069.85,14003.91
2025-09-05,3467.71,4430.78,6005.48,13903.97
2025-09-06,3483.53,4465.74,6030.90,13980.17
2025-09-07,3489.16,4411.28,6000.21,13900.65
2025-09-08,3495.67,4452.03,5995.93,13943.63
2025-09-09,3482.88,4423.79,6075.06,13981.73
2025-09-10,3474.32,4430.91,6018.95,13924.18
2025-09-11,3449.96,4396.51,6048.56,13895.03
2025-09-12,3458.76,4453.27,6060.90,13972.93
2025-09-13,3496.06,4457.02,6027.52,13980.60
2025-09-14,3515.05,4467.93,6018.18,14001.16
2025-09-15,3485.21,4442.48,6063.44,13991.13
2025-09-16,3487.28,4402.79,5998.89,13888.96
2025-09-17,3503.43,4425.92,5986.50,13915.85
2025-09-18,3491.52,4415.16,6037.20,13943.88
2025-09-19,3489.56,4446.29,6067.39,14003.24
2025-09-20,3478.32,4424.67,6022.29,13925.28
2025-09-21,3474.35,4481.16,6020.65,13976.16
2025-09-22,3498.64,4453.47,5994.01,13946.12
2025-09-23,3521.33,4435.82,6032.71,13989.86
2025-09-24,3495.85,4445.15,6074.38,14015.38
2025-09-25,3502.25,4446.15,6054.33,14002.73
2025-09-26,3472.24,4420.85,6054.82,13947.91
2025-09-27,3480.07,4458.43,5981.44,13919.94
2025-09-28,3455.35,4456.22,6021.72,13933.29
2025-09-29,3473.56,4428.87,6028.76,13931.19
2025-09-30,3480.15,4495.19,6033.86,14009.20
2025-10-01,3522.37,4475.71,6084.55,14082.63
2025-10-02,3449.10,4471.22,5974.79,13895.11
2025-10-03,3483.47,4427.62,6007.77,13918.86
2025-10-04,3448.95,4411.49,6054.76,13915.20
2025-10-05,3537.17,4464.79,6058.64,14060.60
2025-10-06,3463.95,4423.54,6045.33,13932.82
2025-10-07,3481.90,4434.99,6035.76,13952.65
2025-10-08,3485.22,4449.38,6029.75,13964.35
2025-10-09,3460.92,4427.52,6113.71,14002.15
2025-10-10,3470.45,4470.01,6016.79,13957.25
2025-10-11,3475.69,4458.33,6021.91,13955.93
2025-10-12,3468.38,4452.99,6010.21,13931.58
2025-10-13,3469.64,4427.09,5998.58,13895.31
2025-10-14,3496.61,4434.25,6023.39,13954.25
2025-10-15,3489.71,4435.13,6040.07,13964.91
2025-10-16,3515.83,4407.56,6024.27,13947.66
2025-10-17,3488.63,4442.12,5995.15,13925.90
2025-10-18,3465.26,4448.71,6030.48,13944.45
2025-10-19,3465.30,4427.52,6059.96,13952.78
2025-10-20,3447.75,4435.05,6049.55,13932.35
2025-10-21,3461.28,4419.21,6081.33,13961.82
2025-10-22,3465.87,4427.44,6065.14,13958.45
2025-10-23,3465.78,4425.69,6079.70,13971.17
2025-10-24,3478.54,4401.39,6008.73,13888.66
2025-10-25,3461.71,4437.64,6007.28,13906.63
2025-10-26,3520.42,4411.19,6031.26,13962.87
2025-10-27,3453.27,4446.02,6102.74,14002.03
2025-10-28,3469.95,4437.94,6042.28,13950.17
2025-10-29,3431.50,4472.38,6018.71,13922.59
2025-10-30,3458.84,4412.74,5981.01,13852.59
2025-10-31,3456.96,4468.48,6048.09,13973.53
2025-11-01,3495.77,4420.18,6026.38,13942.33
2025-11-02,3474.50,4441.80,5996.21,13912.51
2025-11-03,3469.48,4414.39,6051.36,13935.23
2025-11-04,3473.59,4446.32,5960.23,13880.14
2025-11-05,3489.21,4436.39,6037.84,13963.44
2025-11-06,3483.56,4436.59,6088.88,14009.03
2025-11-07,3488.44,4458.81,6045.08,13992.33
2025-11-08,3480.49,4431.53,6049.16,13961.18
2025-11-09,3491.75,4465.18,6065.11,14022.04
2025-11-10,3466.85,4405.86,6004.99,13877.70
2025-11-11,3499.40,4461.75,6013.13,13974.28
2025-11-12,3522.70,4433.98,6027.47,13984.15
2025-11-13,3492.40,4464.44,6055.08,14011.92
2025-11-14,3493.84,4478.15,6019.77,13991.76
2025-11-15,3488.71,4444.14,6020.00,13952.85
2025-11-16,3439.90,4433.92,5994.55,13868.37
2025-11-17,3478.10,4409.94,6071.36,13959.40
2025-11-18,3485.35,4443.11,6027.71,13956.17
2025-11-19,3469.54,4422.07,6078.44,13970.05
2025-11-20,3505.34,4406.34,5993.97,13905.65
2025-11-21,3489.94,4455.39,6028.80,13974.13
2025-11-22,3483.79,4487.66,6010.03,13981.48
2025-11-23,3487.36,4472.58,6030.48,13990.42
2025-11-24,3503.02,4433.51,6051.93,13988.46
2025-11-25,3505.46,4416.87,6007.05,13929.38
2025-11-26,3480.83,4434.79,6069.78,13985.40
2025-11-27,3485.45,4441.96,6026.84,13954.25
2025-11-28,3480.48,4414.99,6039.41,13934.88
2025-11-29,3478.67,4423.23,5981.44,13883.34
2025-11-30,3498.52,4452.09,6046.21,13996.82
2025-12-01,3471.09,4485.05,6018.17,13974.31
2025-12-02,3469.04,4445.45,6009.31,13923.80
2025-12-03,3444.16,4446.63,5980.73,13871.52
2025-12-04,3504.54,4431.25,6062.49,13998.28
2025-12-05,3470.09,4447.58,6051.76,13969.43
2025-12-06,3503.96,4446.13,6025.87,13975.96
2025-12-07,3492.83,4408.77,6077.59,13979.19
2025-12-08,3444.79,4448.07,6111.12,14003.98
2025-12-09,3447.34,4425.99,6038.25,13911.58
2025-12-10,3492.83,4466.67,6043.91,14003.41
2025-12-11,3480.18,4445.22,6071.96,13997.36
2025-12-12,3439.55,4415.18,6041.01,13895.74
2025-12-13,3442.60,4420.81,6037.05,13900.46
2025-12-14,3482.43,4410.74,6040.27,13933.44
2025-12-15,3470.48,4455.30,6019.04,13944.82
2025-12-16,3467.94,4409.90,6067.54,13945.38
2025-12-17,3502.73,4422.30,6015.14,13940.17
2025-12-18,3477.69,4378.48,6008.65,13864.82
2025-12-19,3520.02,4416.06,6047.25,13983.33
2025-12-20,3474.40,4402.13,6037.50,13914.03
2025-12-21,3476.26,4436.41,6065.90,13978.57
2025-12-22,3481.23,4456.42,5996.54,13934.19
2025-12-23,3457.09,4423.91,6063.19,13944.19
2025-12-24,3427.79,4467.82,5967.07,13862.68
2025-12-25,3476.74,4460.95,6044.73,13982.42
2025-12-26,3476.16,4442.19,6031.91,13950.26
2025-12-27,3480.02,4413.68,6044.18,13937.88
2025-12-28,3458.69,4449.36,5990.81,13898.86
2025-12-29,3494.12,4437.07,6001.44,13932.63
2025-12-30,3466.95,4447.13,6024.10,13938.18
2025-12-31,3473.54,4429.42,6045.24,13948.20
2026-01-01,3653.98,4648.81,6284.51,14587.30
2026-01-02,3647.08,4652.53,6302.16,14601.77
2026-01-03,3658.56,4648.76,6325.14,14632.46
2026-01-04,3681.41,4613.45,6344.59,14639.45
2026-01-05,3650.93,4667.79,6308.92,14627.64
2026-01-06,3659.51,4609.32,6301.62,14570.45
2026-01-07,3653.95,4662.57,6266.90,14583.42
2026-01-08,3650.80,4671.13,6361.00,14682.93
2026-01-09,3645.04,4632.06,6358.42,14635.52
2026-01-10,3625.04,4650.27,6293.61,14568.92
2026-01-11,3670.79,4618.00,6328.91,14617.70
2026-01-12,3685.28,4633.60,6343.78,14662.66
2026-01-13,3648.44,4686.06,6214.33,14548.83
2026-01-14,3636.26,4649.29,6382.64,14668.19
2026-01-15,3648.90,4626.80,6309.05,14584.75
2026-01-16,3637.65,4637.69,6356.41,14631.75
2026-01-17,3658.59,4650.72,6293.41,14602.72
2026-01-18,3645.34,4668.78,6372.41,14686.53
2026-01-19,3650.57,4622.32,6265.36,14538.25
2026-01-20,3641.88,4667.42,6329.61,14638.91
2026-01-21,3657.19,4652.00,6270.23,14579.42
2026-01-22,3648.83,4659.57,6315.67,14624.07
2026-01-23,3613.39,4614.55,6290.34,14518.28
2026-01-24,3616.54,4631.86,6308.14,14556.54
2026-01-25,3654.94,4629.26,6309.19,14593.39
2026-01-26,3630.20,4619.50,6260.10,14509.80
2026-01-27,3634.67,4667.64,6336.66,14638.97
2026-01-28,3630.29,4636.11,6364.52,14630.92
2026-01-29,3648.48,4659.03,6342.41,14649.92
2026-01-30,3624.14,4646.76,6308.13,14579.03
2026-01-31,3671.63,4637.30,6291.89,14600.82
2026-02-01,3648.66,4641.00,6418.94,14708.60
2026-02-02,3628.34,4678.21,6344.44,14650.99
2026-02-03,3658.03,4639.22,6325.07,14622.32
2026-02-04,3654.78,4652.63,6303.61,14611.02
2026-02-05,3683.49,4672.66,6315.84,14671.99
2026-02-06,3660.64,4645.92,6282.88,14589.44
2026-02-07,3639.12,4647.78,6216.48,14503.38
2026-02-08,3647.45,4653.00,6314.74,14615.19
2026-02-09,3651.01,4649.48,6318.93,14619.42
2026-02-10,3707.61,4641.43,6317.89,14666.93
2026-02-11,3656.75,4680.12,6343.59,14680.46
2026-02-12,3640.04,4602.93,6296.52,14539.49
2026-02-13,3642.73,4650.26,6411.90,14704.89
2026-02-14,3657.32,4664.03,6334.62,14655.97
2026-02-15,3653.62,4647.96,6339.74,14641.32
2026-02-16,3647.12,4698.40,6296.11,14641.63
2026-02-17,3638.33,4609.87,6336.70,14584.90
2026-02-18,3644.42,4669.53,6340.54,14654.49
2026-02-19,3595.76,4648.00,6302.48,14546.24
2026-02-20,3620.16,4636.21,6377.41,14633.78
2026-02-21,3639.23,4668.84,6328.95,14637.02
2026-02-22,3668.79,4648.70,6251.83,14569.32
2026-02-23,3684.88,4691.26,6332.52,14708.66
2026-02-24,3618.01,4669.82,6259.25,14547.08
2026-02-25,3625.82,4613.16,6312.20,14551.18
2026-02-26,3632.78,4676.63,6296.21,14605.62
2026-02-27,3672.40,4626.32,6366.86,14665.58
2026-02-28,3650.42,4657.39,6325.89,14633.70
2026-03-01,3640.88,5324.09,6327.49,15292.46
2026-03-02,3620.82,5416.29,6305.93,15343.04
2026-03-03,3691.51,5369.90,6356.21,15417.62
2026-03-04,3634.47,5331.13,6332.40,15298.00
2026-03-05,3673.77,5342.27,6274.50,15290.54
2026-03-06,3646.31,5348.14,6366.66,15361.11
2026-03-07,3630.20,5342.47,6268.66,15241.33
2026-03-08,3642.16,5345.85,6356.07,15344.08
2026-03-09,3698.18,5396.66,6311.33,15406.17
2026-03-10,3634.58,5361.54,6317.51,15313.63
2026-03-11,3636.98,5320.82,6312.58,15270.38
2026-03-12,3633.13,5374.13,6332.23,15339.49
2026-03-13,3665.57,5344.69,6374.90,15385.16
2026-03-14,3603.52,5373.59,6296.70,15273.81
2026-03-15,3650.02,5375.79,6293.55,15319.36
2026-03-16,3698.63,5387.55,6310.45,15396.63
2026-03-17,3638.35,5391.12,6316.66,15346.13
2026-03-18,3658.01,5359.69,6334.82,15352.52
2026-03-19,3664.66,5297.44,6356.52,15318.62
2026-03-20,3627.15,5363.01,6252.46,15242.62
2026-03-21,3651.13,5346.22,6330.41,15327.76
2026-03-22,3647.57,5389.34,6351.21,15388.12
2026-03-23,3656.62,5370.24,6256.37,15283.23
2026-03-24,3621.77,5318.91,6344.95,15285.63
2026-03-25,3648.85,5394.88,6340.40,15384.13
2026-03-26,3631.82,5382.74,6371.80,15386.36
2026-03-27,3642.05,5381.46,6359.50,15383.01
2026-03-28,3670.79,5334.46,6363.85,15369.10
2026-03-29,3609.88,5311.71,6346.24,15267.83
2026-03-30,3659.29,5355.55,6304.66,15319.50
2026-03-31,3638.80,5360.34,6273.44,15272.58
2026-04-01,3672.64,5386.80,6347.84,15407.28
2026-04-02,3614.58,5389.98,6351.45,15356.01
2026-04-03,3608.96,5346.46,6275.78,15231.20
2026-04-04,3633.00,5381.82,6285.29,15300.11
2026-04-05,3666.91,5345.01,6288.40,15300.32
2026-04-06,3667.62,5312.57,6291.52,15271.71
2026-04-07,3645.52,5350.06,6291.48,15287.06
2026-04-08,3641.46,5360.69,6311.39,15313.54
2026-04-09,3635.29,5365.38,6389.29,15389.96
2026-04-10,3663.67,5355.71,6320.84,15340.22
2026-04-11,3619.52,5347.00,6363.41,15329.93
2026-04-12,3644.82,5331.15,6312.88,15288.85
2026-04-13,3654.28,5324.76,6275.31,15254.35
2026-04-14,3674.10,5349.99,6317.73,15341.82
2026-04-15,3665.16,5356.44,6268.48,15290.08
2026-04-16,3640.30,5369.71,6244.05,15254.06
2026-04-17,3609.26,5357.77,6289.07,15256.10
2026-04-18,3664.36,5361.87,6303.33,15329.56
2026-04-19,3634.23,5391.89,6297.00,15323.12
2026-04-20,3649.14,5398.64,6353.31,15401.09
2026-04-21,3631.12,5391.48,6254.61,15277.21
2026-04-22,3693.13,5351.42,6312.84,15357.39
2026-04-23,3659.95,5341.39,6281.43,15282.77
2026-04-24,3623.30,5319.37,6433.48,15376.15
2026-04-25,3651.40,5348.68,6332.44,15332.52
2026-04-26,3647.09,5340.93,6355.32,15343.34
2026-04-27,3679.56,5374.32,6321.84,15375.72
2026-04-28,3636.71,5334.94,6318.86,15290.51
2026-04-29,3633.59,5361.21,6290.11,15284.91
2026-04-30,3662.65,5333.71,6254.14,15250.50
2026-05-01,3641.31,5369.54,6324.06,15334.91
2026-05-02,3660.08,5369.06,6324.38,15353.52
2026-05-03,3619.95,5360.96,6268.63,15249.54
2026-05-04,3643.00,5360.17,6249.54,15252.71
2026-05-05,3669.32,5389.07,6301.82,15360.21
2026-05-06,3673.71,5350.78,6329.57,15354.06
2026-05-07,3643.67,5380.10,6301.42,15325.19
2026-05-08,3655.00,5320.59,6398.42,15374.01
2026-05-09,3666.44,5323.89,6257.93,15248.26
2026-05-10,3679.76,5326.10,6278.01,15283.87
2026-05-11,3672.26,5361.12,6329.12,15362.50
2026-05-12,3647.99,5366.06,6265.69,15279.74
2026-05-13,3624.96,5358.53,6309.62,15293.11
2026-05-14,3628.41,5369.53,6291.29,15289.23
2026-05-15,3665.11,5403.63,6279.98,15348.72
2026-05-16,3662.21,5367.29,6274.88,15304.38
2026-05-17,3656.24,5364.13,6316.39,15336.76
2026-05-18,3660.14,5326.10,6290.27,15276.51
2026-05-19,3648.77,5337.60,6345.52,15331.89
2026-05-20,3650.04,5330.63,6385.95,15366.62
2026-05-21,3666.30,5375.59,6304.01,15345.90
2026-05-22,3633.20,5330.49,6339.80,15303.49
2026-05-23,3671.63,5383.49,6320.88,15376.00
2026-05-24,3660.60,5372.24,6298.58,15331.42
2026-05-25,3650.81,5349.01,6371.07,15370.89
2026-05-26,3684.95,5298.56,6351.47,15334.98
2026-05-27,3639.61,5354.58,6332.58,15326.77
2026-05-28,3676.93,5341.57,6374.06,15392.56
2026-05-29,3669.03,5327.86,6306.06,15302.95
2026-05-30,3676.55,5365.47,6277.20,15319.22
2026-05-31,3629.06,5317.01,6279.13,15225.20
2026-06-01,3607.33,4667.81,6289.61,14564.75
2026-06-02,3665.24,4650.04,6280.07,14595.35
2026-06-03,3629.58,4638.79,6284.31,14552.68
2026-06-04,3659.79,4632.05,6345.00,14636.84
2026-06-05,3684.95,4621.23,6334.68,14640.86
2026-06-06,3669.92,4639.65,6419.42,14728.99
2026-06-07,3656.87,4648.41,6380.98,14686.26
2026-06-08,3664.01,4621.06,6325.27,14610.34
2026-06-09,3627.75,4623.94,6269.89,14521.58
2026-06-10,3659.49,4681.47,6227.22,14568.18
2026-06-11,3642.29,4599.41,6369.75,14611.45
2026-06-12,3637.93,4675.97,6260.14,14574.04
2026-06-13,3660.65,4664.01,6254.52,14579.18
2026-06-14,3657.88,4680.28,6295.06,14633.22
2026-06-15,3627.11,4643.10,6295.42,14565.63
2026-06-16,3643.68,4650.54,6369.64,14663.86
2026-06-17,3664.56,4632.68,6359.63,14656.87
2026-06-18,3645.58,4605.37,6298.09,14549.04
2026-06-19,3627.02,4665.66,6357.30,14649.98
2026-06-20,3602.55,4666.96,6258.10,14527.61
2026-06-21,3626.38,4684.02,6377.90,14688.30
2026-06-22,3696.39,4663.91,6310.66,14670.96
2026-06-23,3671.65,4644.01,6289.56,14605.22
2026-06-24,3657.14,4663.77,6373.47,14694.38
2026-06-25,3663.44,4659.98,6340.28,14663.70
2026-06-26,3659.49,4638.59,6314.15,14612.23
2026-06-27,3670.99,4690.29,6337.05,14698.33
2026-06-28,3642.38,4677.83,6309.49,14629.70
2026-06-29,3629.81,4641.69,6280.92,14552.42
2026-06-30,3638.38,4668.96,6327.77,14635.11
2026-07-01,3621.58,4686.79,6312.32,14620.69
2026-07-02,3635.52,4657.41,6308.44,14601.37
2026-07-03,3698.49,4649.13,6281.65,14629.27
2026-07-04,3645.70,4625.43,6327.43,14598.56
2026-07-05,3636.40,4659.89,6339.76,14636.05
2026-07-06,3658.54,4676.25,6325.07,14659.86
2026-07-07,3640.76,4647.63,6352.73,14641.12
2026-07-08,3662.70,4664.80,6315.77,14643.27
2026-07-09,3630.28,4622.31,6253.21,14505.80
2026-07-10,3638.32,4637.87,6325.60,14601.79
2026-07-11,3628.86,4669.66,6351.26,14649.78
2026-07-12,3667.80,4622.13,6377.98,14667.91
2026-07-13,3656.69,4588.10,6333.36,14578.15
2026-07-14,3645.96,4604.09,6250.89,14500.94
2026-07-15,3687.69,4605.89,6305.36,14598.94
2026-07-16,3637.14,4677.55,6277.08,14591.77
2026-07-17,3679.62,4677.42,6317.02,14674.06
2026-07-18,3650.37,4668.82,6296.54,14615.73
2026-07-19,3645.53,4630.50,6330.23,14606.26
2026-07-20,3671.04,4724.93,6337.54,14733.51
2026-07-21,14.90,0.22,0.00,15.12
2026-08-11,0.00,0.06,0.00,0.06
